,V,A,D,text
7697,0.4,0.4,0.5,"Though the elders' trunks fell and died, their children, first roots grown from the very branches that now lay dead, continued unabated, a continuous line from the most ancient of their ancestors."
7698,0.5,0.6,0.55,"Allan stumbled forward, jaw slightly slack, until his outstretched hands encountered the rough bark of a twisted, three-trunked willow whose waists were each larger than Allan himself."
7699,0.5,0.4175,0.5,"After filling his pen, Allan looked at his paper in the orange glow from the lantern set back in the desk's right-hand corner."
7700,0.2,0.5,0.25,"Collapsing at its base, Allan wrapped his arms around the stoic tree and let forth a moan, a cry of purest agony that escaped him as the first tears seeped from the corners of his eyes and slid down his cheeks, falling to the ground and seeping though the fallen leaves and needles to join the water of the stream, flowing through the ground beneath them."
7701,0.44999999999999996,0.55,0.5,"Its thin, drawn fingers framed the bloated moon, whose eerie radiation now bathed the room directly."
7702,0.30000000000000004,0.6,0.4,"The great, jaundiced eye stared down unblinkingly at the author, who gazed up through his window's tiny frame with trepidation."
7703,0.44999999999999996,0.4,0.55,Allan recalled himself and focused once more on the incomplete page before him.
7704,0.5,0.44999999999999996,0.44999999999999996,"His pen flickered forth, words dancing out from its nib."
7705,0.55,0.55,0.5,In the author's eye gleamed the lantern's reflection – or was it a reflection?
7706,0.5425,0.3325,0.5,"For while the lantern's spark shivered in the chill breeze, this burn was steady and true as the motion of its owner's pen, scratching out the rhythm of the willow's fingers."
7707,0.55,0.55,0.5,"The frenzied writing ceased at last, the author leaned back with a slight sigh as if both exhausted and satisfied by his effort."
7708,0.375,0.625,0.4375,"After all that – so near the end, to lose control again."
7709,0.5,0.44999999999999996,0.4,"His breath returning to its normal rhythms, he dared to look at the page before him."
7710,0.5,0.5,0.55,"His face soft as if caught between a smile and tears, he draped his loose cape over her shoulders."
7711,0.625,0.5,0.625,"""Come, darling,"""
7712,0.5,0.55,0.5,"His pen cast a forbidding line of shadow slanting across the page, echoing the inky darkness crouching in the edges of the lantern's struggling glow."
7713,0.5,0.5,0.5,They took their seats within the car and his driver set the horses trotting.
7714,0.55,0.55,0.55,"For a few yards, they kicked up dust along the roadway; then they raised their hooves and took to the air."
7715,0.30000000000000004,0.6,0.30000000000000004,"She gaped, afraid but knowing that no harm would come to her by his hand."
7716,0.44999999999999996,0.44999999999999996,0.5,"The New England woods disappeared, even the greatest pines shrinking to insignificance as they mounted the sky."
7717,0.7,0.65,0.55,"Above them, the Milky Way drew near as if the stars themselves could be reached."
7718,0.44999999999999996,0.55,0.6,Allan crushed the page in his hand and hurled it at the window.
7719,0.2,0.75,0.7,"""Damn you,"""
7720,0.25,0.75,0.5,"""Damn you,"" he cried, ""will you never leave me be?"
7721,0.2925,0.6675,0.4175,"""will you never leave me be?"
7722,0.44999999999999996,0.44999999999999996,0.44999999999999996,"Shall I never finish a story in peace?"""
7723,0.25,0.7,0.44999999999999996,"He pounded his desk in vain, cursing the foul muse that drove him."
7724,0.5,0.5,0.5,"The next day, Allan sat on a florally patterned chair in a well-furnished parlor."
7725,0.55,0.5,0.5,"""Cucumber sandwich?"""
7726,0.75,0.55,0.55,"""Thank you, Arthur."""
7727,0.5,0.30000000000000004,0.4,"The only other illumination came from a lurid moonlight filtered through thin branches and clouds, casting its bone-pale glow onto the pine floorboards."
7728,0.5,0.375,0.5,"In a manner delicately balanced between somber and genial, he refilled their glasses."
7729,0.5,0.5,0.5,"""How is the writing these days, my dear Mr. Clemm?"""
7730,0.35,0.55,0.55,"""Perfectly dreadful, my dear Mr. Mason,"""
7731,0.30000000000000004,0.4,0.5,"""Perfectly dreadful, my dear Mr. Mason,"" Allan sighed."
7732,0.65,0.6,0.6,"""I had a perfect story in my pages; my hero returned home and reclaimed his love, I nearly had it tied together before…"""
7733,0.55,0.55,0.55,"""Before that blasted impulse came over me and I started writing like Edgar Poe – though the most recent was not so morbid as my many others, thank Heaven."""
7734,0.3325,0.5,0.4175,Arthur's face assumed a long-suffering aspect of authoritative exasperation.
7735,0.5,0.5,0.5,"""I'm not familiar with Mr. Poe's works, but I assume you're referring to your unhealthy penchant for the fantastic."""
7736,0.5,0.5,0.6,"""It's far from a 'penchant,' Arthur."
7737,0.5,0.44999999999999996,0.5,"This is more like a compulsion, a beast that lies waiting in the dark for the perfect moment, then leaps and takes ahold of me, screaming out through my quill."""
7738,0.5,0.5,0.5,The Black Willow
7739,0.35,0.6,0.55,"""How perfectly awful."""
7740,0.44999999999999996,0.55,0.55,Arthur grimaced at the vivid description.
7741,0.35,0.55,0.55,"""I'm sure you know that you must curb this behavior if you wish to produce any writing fit for public consumption."""
7742,0.5,0.55,0.44999999999999996,"""I know,"" Allan replied, ""but how am I to do that?"
7743,0.4,0.35,0.5,"""but how am I to do that?"
7744,0.3325,0.5,0.5825,"You know I do not wish to make my stories thus; but it is my nemesis, confronting me anew at every turn!"""
7745,0.35,0.55,0.55,Arthur raised a critical brow.
7746,0.44999999999999996,0.5,0.5,"""Perhaps you could make some headway if you denied your darker side the outlet of the colorful metaphors you so enjoy."
7747,0.375,0.625,0.5,"Every action you take to deny it nourishment will bring you closer to your goal; and believe me, Allan, you must take every opportunity to quash this uncivilized obsession if you intend to publish."
7748,0.5,0.5,0.55,"Allan unfolded another page, this one crowded with ranks of letters in tight formation from left to right."
7749,0.375,0.5,0.625,"There simply is no audience for fairy tales – no literate audience, at least."""
7750,0.55,0.5,0.55,"""It is true,"""
7751,0.4175,0.5825,0.5825,"""It is true,"" Allan admitted, fidgeting with his cufflinks, ""that I would not dream of submitting one of these corruptions of literature to any publisher."
7752,0.35,0.5,0.5,"""that I would not dream of submitting one of these corruptions of literature to any publisher."
7753,0.4,0.5,0.6,"I've even tried rewriting the corrupted sections, but once my characters have gone down that road, nothing can recall their former life."
7754,0.4575,0.5,0.4575,"My prodigal ink-blooded children simply lose their vitality when forced along the proper road."""
7755,0.44999999999999996,0.5,0.5,"It's hard enough listening to your wild speech without seeing it appear in the refined world of print, like a surly foreigner among a genteel crowd."""
7756,0.35,0.44999999999999996,0.4,"His hair was slightly unkempt after his sleepless night, and his clothing had a rumpled look as if, by mere proximity, it had taken on the aspect of his weariness."
7757,0.4,0.44999999999999996,0.55,"The lines of letters stepped into their divisions, in the shape of a story's outline: the loose, dry skeleton of a tale lay exposed beneath their feet, awaiting tendons, muscle and blushing skin."
7758,0.4175,0.5,0.5,He scratched the back of his dark-haloed head and blinked bleary eyes.
7759,0.55,0.65,0.7,"""I would drive it out,"""
7760,0.35,0.5,0.4,"""I would drive it out,"" he said softly, ""but I fear for what would remain."""
7761,0.4175,0.5825,0.5,"""but I fear for what would remain."""
7762,0.4175,0.5,0.4175,"""Perhaps you require a rest from writing,"""
7763,0.44999999999999996,0.5,0.6,"""Perhaps you require a rest from writing,"" suggested Arthur."
7764,0.5,0.55,0.5,"""You might find that some time in an honest occupation would ground you somewhat, improve your disposition."""
7765,0.5,0.5,0.5,"""Perhaps it would,"""
7766,0.4375,0.5,0.5625,"""Perhaps it would,"" Allan replied, rising and vainly straightening his suit."
7767,0.5,0.44999999999999996,0.55,"""I shall consider it; in the meantime, however, I must be off."
7768,0.7,0.55,0.5,"You have been a gracious host, as always."""
7769,0.5,0.5,0.5625,Arthur rose and shook his hand.
7770,0.5,0.5,0.5,"""So dear a friend is always welcome to my counsel and my home,"""
7771,0.625,0.5,0.5,"""So dear a friend is always welcome to my counsel and my home,"" he said."
7772,0.4,0.6,0.6,"""I hope soon to see you in better sorts."""
7773,0.5,0.55,0.5,They parted and Allan made his way pensively from Arthur's gate.
7774,0.44999999999999996,0.35,0.55,"He walked the wheel-ruts, hands in his pockets and unshined shoes collecting dust."
7775,0.55,0.65,0.55,The reply came from above him and Allan turned to see his friend reclining in the fork of a great tree.
7776,0.55,0.55,0.55,"""I had a hunch you'd be at Arthur's today,"""
7777,0.6,0.6,0.5,"""I had a hunch you'd be at Arthur's today,"" said Nathan, ""so I thought I'd wait here for you."""
7778,0.5,0.4,0.5,"""so I thought I'd wait here for you."""
7779,0.5825,0.5825,0.5,"Nathan's lanky frame, dressed in a loose, tan jacket, fit into the branch like an elegant skeleton."
7780,0.5,0.375,0.375,"""So, Allan,"""
7781,0.5,0.5,0.55,"""So, Allan,"" said Nathan, unfolding and lowering his legs to the roadside, ""how goes life for the quintessential American author?"""
7782,0.5,0.375,0.5625,"""how goes life for the quintessential American author?"""
7783,0.4375,0.5,0.4375,"""I wouldn't know,"""
7784,0.44999999999999996,0.5,0.6,"""I wouldn't know,"" replied Allan dryly, before continuing in another tone entirely."
7785,0.25,0.6,0.6,"""I destroyed another story last night, Nathan."""
7786,0.5,0.44999999999999996,0.44999999999999996,"Leaning against his tree, Nathan shook his head."
7787,0.5,0.5,0.5825,"""You mean, finished another story."""
7788,0.6,0.65,0.5,"""Yes, it is finished!"
7789,0.625,0.5,0.5,Ended!
7790,0.4,0.7,0.5,Never again shall it see the rosy-fingered dawn!
7791,0.35,0.55,0.5,"Nathan, you've read these abominations of mine."
7792,0.4,0.55,0.55,"You know just as well as I that they have no future, no potential."
7793,0.44999999999999996,0.44999999999999996,0.6,"Allan reviewed the troops, all prepared to disembark, their task to form the tale of a young man returning home from Life Abroad to find his childhood friend a bride to-be, thus upsetting the apple cart of his life's plan, clarified – of course – by his very time away from her he loved best."
7794,0.5,0.6,0.55,"""So instead, you would write – what?"""
7795,0.6,0.65,0.55,"""Something saleable; something worth reading, worth writing!"
7796,0.44999999999999996,0.5,0.5,"On a sunny Sunday afternoon, the waiting list was an hour long."
7797,0.5,0.5,0.55,"After hemming and hawing and assessing my food stash (contents: 10 saltines), I decided to go for it anyway."
7798,0.375,0.5,0.4375,"By the time I got to Asheville, I was nearing the end of my journey and the bottom of my wallet."
7799,0.44999999999999996,0.5,0.5,"By the time I finally got a seat at the counter, I was starved."
7800,0.5625,0.5625,0.5625,"It took me about thirty seconds to pick out the Charleston Chicken Sandwich: ""grilled marinated free-range chicken breast on sourdough with melted havarti, romaine lettuce and cranberry mayonnaise""."
7801,0.5,0.5,0.5,Free range?
7802,0.5,0.375,0.5,Cranberry?
7803,0.5,0.44999999999999996,0.44999999999999996,Havarti?
7804,0.55,0.55,0.55,"While I waited for the food, I checked out the back of the store where Tupelo Honey Cafe hawks their homestyle wares: preserves, pickles, salsa, honey, t-shirts, aprons and all sorts of mini-advertisements for the restaurant."
7805,0.6,0.5,0.5,"I've visited plenty of farm-to-fork restaurants, and this one may be the best I've seen at self-marketing."
7806,0.5,0.55,0.5,"There's nothing wrong with it: the food in those jars is probably delicious, though I question whether the $10 tupelo honey had to come from Florida or if it's produced locally."
7807,0.5825,0.5,0.5,"Either way, it's nice to see a restaurant built on ethics that also happens to be incredibly busy."
7808,0.44999999999999996,0.44999999999999996,0.55,"Some of that is surely due to good marketing, but the real reason for its popularity is this:"
7809,0.75,0.625,0.5425,"That sandwich was so good, I found myself eating slower and slower with each bite to savor it more completely."
7810,0.5,0.5,0.6,"The potatoes were light and un-greasy; the flavors were perfectly balanced; the chicken was juicy and rich; and let's be honest here, I'm always happier eating dead animals when I know they've lived a good life."
7811,0.6,0.55,0.55,I found myself silently thanking the chicken for its delicious contribution.
7812,0.55,0.65,0.6,I will never forget you.
7813,0.5,0.5,0.5625,I stopped so I could take the rest home and taste it again later.
7814,0.55,0.44999999999999996,0.5,"On another topic, I made a discovery there in the Tupelo Honey Cafe, one which I'd like to share with you now."
7815,0.5,0.5,0.55,"If you're going to a busy restaurant and want great service, bring a camera."
7816,0.5,0.5,0.6,"Take a few photos of the menu, the kitchen, the food."
7817,0.44999999999999996,0.5,0.4,"No sooner had I taken the above photo, when a server (not even my server) appeared at my elbow."
7818,0.5,0.5,0.5,But.
7819,0.55,0.5,0.5,"Now, I'm not saying the service before my camera-flash was bad, because it was awesome."
7820,0.55,0.5,0.5,"When I'd posted on Facebook that I was coming to town, no fewer than three people told me I just had to visit the Tupelo Honey Cafe ."
